ID_FILM,TITRE,GENRES,TAGS
3325,Un couple presque parfait,Comédie|Drame|Romance,comédie drame romance
3326,De quelle planète viens-tu ?,Comédie|Drame|Romance|Science-Fiction,comédie drame romance science-fiction
3327,Au-delà du ring,Documentaire,documentaire
3328,"Ghost Dog, la voie du samouraï",Crime|Drame,crime drame
3329,Australian graffiti,Drame|Romance,drame romance
3330,La Fièvre dans le sang,Drame|Romance,drame romance
3331,L'été du bac,Comédie|Drame|Romance,comédie drame romance
3334,Key Largo,Action|Crime|Drame|Thriller,action crime drame thriller
3338,For All Mankind,Documentaire|Histoire,documentaire histoire
3341,Comment l'esprit vient aux femmes,Comédie|Drame|Romance,comédie drame romance
3342,Birdy,Drame,drame
3344,Orgie sanglante,Horreur,horreur
3345,Charlie et la Chocolaterie,Aventure|Comédie|Familial|Fantastique,aventure comédie familial fantastique
3347,Un homme parmi les loups,Action|Aventure|Drame,action aventure drame
3350,Un raisin au soleil,Drame|Romance,drame romance
3353,Séduction à l'irlandaise,Comédie|Romance,comédie romance
3354,Mission to Mars,Science-Fiction|Thriller,science-fiction thriller
3355,La Neuvième porte,Mystère|Thriller,mystère thriller
3357,"Ville haute, ville basse",Drame|Romance,drame romance
3358,Rendez-vous au Paradis,Comédie|Fantastique|Romance,comédie fantastique romance
3359,La bande des quatre,Comédie|Drame,comédie drame
3360,Le Grand défi,Drame|Familial,drame familial
3361,Duo à trois,Comédie|Romance,comédie romance
3362,Un après-midi de chien,Crime|Drame|Thriller,crime drame thriller
3363,American Graffiti,Comédie|Drame,comédie drame
3364,Quand la ville dort,Crime|Drame,crime drame
3365,La Prisonnière du désert,Western,western
3368,Les Grands Espaces,Drame|Romance|Western,drame romance western
3370,La Main droite du diable,Action|Drame|Romance|Thriller,action drame romance thriller
3372,Le Pont de Remagen,Action|Guerre|Histoire,action guerre histoire
3374,Daughters of the Dust,Drame|Romance,drame romance
3378,Ogre,Horreur|Science-Fiction,horreur science-fiction
3379,Le Dernier Rivage,Drame|Romance|Science-Fiction,drame romance science-fiction
3384,Les Pirates du Métro,Action|Crime|Thriller,action crime thriller
3385,Toujours prêts,Comédie,comédie
3386,JFK,Drame|Histoire|Thriller,drame histoire thriller
3387,Mais qui est Harry Crumb ?,Comédie|Crime|Mystère,comédie crime mystère
3388,Bigfoot et les Henderson,Comédie|Familial|Fantastique,comédie familial fantastique
3389,Six hommes pour sauver Harry,Action,action
3390,Shanghai Surprise,Aventure|Comédie|Crime|Drame|Romance,aventure comédie crime drame romance
3391,Who's That Girl,Comédie|Romance,comédie romance
3392,"She-Devil, la diable",Comédie,comédie
3393,Date With an Angel,Comédie|Fantastique|Romance|Science-Fiction,comédie fantastique romance science-fiction
3394,Boire et déboires,Comédie|Romance,comédie romance
3395,Nadine,Action|Comédie|Romance,action comédie romance
3396,"Les Muppets, ça c'est du cinéma",Aventure|Comédie|Familial|Musique,aventure comédie familial musique
3397,La Grande Aventure des Muppets,Comédie|Crime|Familial|Musique|Mystère,comédie crime familial musique mystère
3398,Les Muppets à Manhattan,Comédie|Familial|Romance,comédie familial romance
3400,Les quatre dinosaures et le cirque magique,Animation|Familial|Science-Fiction,animation familial science-fiction
3401,Baby : Le Secret de la légende oubliée,Action|Aventure|Familial|Fantastique,action aventure familial fantastique
3402,Turtle Diary,Comédie|Drame|Romance,comédie drame romance
3403,La guerre des abîmes,Aventure,aventure
3405,"Atlantique, latitude 41°",Action|Drame|Histoire,action drame histoire
3406,Capitaine sans peur,Action|Aventure|Drame|Guerre,action aventure drame guerre
3408,Erin Brockovich : Seule contre tous,Drame,drame
3409,Destination Finale,Horreur,horreur
3410,Soft Fruit,Comédie|Drame,comédie drame
3412,Frère des ours,Animation|Aventure|Familial,animation aventure familial
3414,La colline de l'adieu,Drame|Guerre|Romance,drame guerre romance
3415,Blanche Neige,Aventure|Comédie|Drame|Familial|Fantastique,aventure comédie drame familial fantastique
3417,Le Corsaire rouge,Action|Aventure|Comédie|Drame,action aventure comédie drame
3418,Thelma,Drame|Mystère|Thriller,drame mystère thriller
3420,Justice pour tous,Crime|Drame|Thriller,crime drame thriller
3421,American college,Comédie,comédie
3422,Nola Darling n'en fait qu'à sa tête,Comédie|Romance,comédie romance
3423,School Daze,Comédie|Drame|Musique,comédie drame musique
3424,Do the Right Thing,Drame,drame
3425,Mo' Better Blues,Comédie|Drame|Musique|Romance,comédie drame musique romance
3426,Fièvre de la jungle,Drame|Romance,drame romance
3428,Le Champion,Drame|Familial,drame familial
3429,Creature Comforts,Animation|Comédie|Familial,animation comédie familial
3430,Death Wish,Action|Crime|Drame|Thriller,action crime drame thriller
3432,Le justicier de New York,Action,action
3433,Le justicier braque les dealers,Action,action
3434,Le justicier : L'ultime combat,Action|Crime|Drame,action crime drame
3435,Assurance sur la mort,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
3436,Le Choix d'aimer,Drame|Romance,drame romance
3438,Ninja Turtles,Action|Aventure|Comédie|Science-Fiction,action aventure comédie science-fiction
3439,Les Tortues Ninja 2 : Les héros sont de retour,Action|Aventure|Comédie|Familial|Science-Fiction,action aventure comédie familial science-fiction
3440,Les Tortues Ninja 3 : Retour au pays des samouraïs,Action|Aventure|Comédie|Familial|Fantastique|Science-Fiction,action aventure comédie familial fantastique science-fiction
3441,L'Aube rouge,Action|Thriller,action thriller
3442,Le mal par le mal,Action|Crime|Drame,action crime drame
3445,Les Yeux de Laura Mars,Drame|Mystère|Thriller,drame mystère thriller
3446,Les drôles de Blackpool,Comédie,comédie
3447,Visages d'Orient,Drame|Histoire|Romance,drame histoire romance
3448,"Good Morning, Vietnam",Comédie|Drame|Guerre,comédie drame guerre
3449,La Prison de verre 2,Drame|Thriller,drame thriller
3450,Les Grincheux,Comédie,comédie
3451,Devine qui vient dîner,Drame,drame
3452,Roméo doit mourir,Action|Crime|Thriller,action crime thriller
3453,Un Été sur Terre,Drame|Romance,drame romance
3454,Dangereuse séduction,Comédie|Drame|Romance,comédie drame romance
3455,Buddy Boy,Drame|Romance|Thriller,drame romance thriller
3456,阳光下的少年之我的无色世界,Drame,drame
3459,Gothic,Drame|Fantastique|Histoire|Horreur,drame fantastique histoire horreur
3461,L'Ile oubliée,Aventure|Drame|Thriller,aventure drame thriller
3462,Les Temps modernes,Comédie|Drame,comédie drame
3466,Drôles de fantômes,Comédie|Fantastique|Romance,comédie fantastique romance
3467,Le Plus Sauvage d'entre tous,Drame|Western,drame western
3468,L'Arnaqueur,Drame,drame
3469,Procès de singe,Drame|Histoire,drame histoire
3470,Dersou Ouzala,Action|Aventure|Drame,action aventure drame
3471,Rencontres du troisième type,Drame|Science-Fiction,drame science-fiction
3473,Jonas qui aura 25 ans en l'an 2000,Drame,drame
3474,Retroaction,Science-Fiction|Thriller,science-fiction thriller
3475,Une place au soleil,Drame|Romance,drame romance
3476,L'Échelle de Jacob,Drame|Horreur|Mystère,drame horreur mystère
3477,Empire records,Comédie|Drame|Musique,comédie drame musique
3478,La Bamba,Drame|Musique,drame musique
3479,"Ladyhawke, la femme de la nuit",Aventure|Comédie|Drame|Fantastique,aventure comédie drame fantastique
3480,Lucas,Drame,drame
3481,High Fidelity,Comédie|Drame|Musique|Romance,comédie drame musique romance
3483,La Route d'El Dorado,Action|Animation|Aventure|Comédie|Familial,action animation aventure comédie familial
3484,La Légende des crânes de cristal,Aventure|Science-Fiction|Téléfilm,aventure science-fiction téléfilm
3489,Hook ou la Revanche du capitaine Crochet,Aventure|Comédie|Familial|Fantastique,aventure comédie familial fantastique
3492,Le fils du cheik,Action|Aventure|Drame|Romance,action aventure drame romance
3494,True Grit,Aventure|Drame|Western,aventure drame western
3496,Madame Sousatzka,Drame|Musique,drame musique
3497,Le retour de Max Dugan,Comédie|Drame|Familial,comédie drame familial
3498,Midnight Express,Crime|Drame,crime drame
3499,Misery,Drame|Thriller,drame thriller
3500,Mr. Saturday Night,Documentaire|Musique,documentaire musique
3501,Murphy's Romance,Comédie|Romance,comédie romance
3502,Vacances à la grecque,Comédie|Romance,comédie romance
3503,Solaris,Drame|Mystère|Romance|Science-Fiction,drame mystère romance science-fiction
3504,The Social Network,Drame,drame
3505,Sens unique,Action|Drame|Thriller,action drame thriller
3506,North Dallas Forty,Comédie|Drame,comédie drame
3507,Drôle de couple,Comédie,comédie
3508,Josey Wales hors-la-loi,Western,western
3510,Fréquence interdite,Science-Fiction|Thriller,science-fiction thriller
3511,Ready to Rumble,Action|Comédie,action comédie
3512,Droit au cœur,Comédie|Romance,comédie romance
3513,L'Enfer du devoir,Action|Aventure|Drame|Guerre|Histoire,action aventure drame guerre histoire
3514,Joe Gould's Secret,Drame,drame
3515,La Chance de ma vie,Comédie|Romance,comédie romance
3516,La Fée Clochette,Animation|Aventure|Familial|Fantastique,animation aventure familial fantastique
3519,L'Ouragan vient de Navarone,Aventure|Drame|Guerre,aventure drame guerre
3521,Mystery Train,Comédie,comédie
3524,Le Roi Arthur,Action|Aventure|Guerre|Histoire,action aventure guerre histoire
3526,Portrait craché d'une famille modèle,Comédie|Familial,comédie familial
3527,Predator,Action|Aventure|Science-Fiction|Thriller,action aventure science-fiction thriller
3528,Le prince des marées,Drame|Romance,drame romance
3529,Le facteur sonne toujours deux fois,Crime|Drame|Romance,crime drame romance
3531,All the Vermeers in New York,Comédie|Drame|Romance,comédie drame romance
3534,28 jours plus tard,Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
3535,American Psycho,Crime|Drame|Horreur|Thriller,crime drame horreur thriller
3536,Au nom d'Anna,Comédie|Romance,comédie romance
3537,En toute complicité,Comédie|Crime|Drame,comédie crime drame
3538,Fish and Chips,Comédie|Drame,comédie drame
3539,L’Obscénité et la fureur,Documentaire|Musique,documentaire musique
3543,Diner,Comédie|Drame,comédie drame
3544,Shakes the Clown,Comédie|Crime,comédie crime
3545,Cabaret,Drame|Musique|Romance,drame musique romance
3546,Qu'est-il arrivé à Baby Jane ?,Drame|Horreur|Thriller,drame horreur thriller
3548,Ma tante,Comédie|Drame|Romance,comédie drame romance
3549,Blanches colombes et vilains messieurs,Comédie|Crime|Romance,comédie crime romance
3550,Hunger Games,Aventure|Fantastique|Science-Fiction,aventure fantastique science-fiction
3551,Marathon Man,Action|Thriller,action thriller
3552,Le golf en folie,Comédie,comédie
3553,Fausses Rumeurs,Mystère|Thriller,mystère thriller
3554,Love & Basketball,Action|Comédie|Drame|Romance,action comédie drame romance
3555,U-571,Action|Drame|Guerre|Thriller,action drame guerre thriller
3556,Virgin suicides,Drame|Romance,drame romance
3557,Jennifer's Body,Comédie|Horreur,comédie horreur
3559,Les Feux de la rampe,Drame|Musique|Romance,drame musique romance
3563,The Crow : Salvation,Action|Crime|Fantastique|Mystère|Thriller,action crime fantastique mystère thriller
3564,Les Pierrafeu à Rock Vegas,Comédie|Familial|Romance,comédie familial romance
3565,Où le cœur nous mène,Comédie|Drame|Romance,comédie drame romance
3566,Le Grand Kahuna,Comédie|Drame,comédie drame
3567,Bossa Nova,Comédie|Drame|Romance,comédie drame romance
3568,Smiling Fish & Goat On Fire,Comédie|Romance,comédie romance
3569,3 Idiots,Comédie|Drame,comédie drame
3571,Timecode,Drame,drame
3572,Carnosaur,Horreur|Science-Fiction,horreur science-fiction
3573,Carnosaur 2,Horreur|Science-Fiction,horreur science-fiction
3574,Carnosaur 3 : Primal Species,Action|Horreur|Science-Fiction,action horreur science-fiction
3576,Les Figures de l'ombre,Drame|Histoire,drame histoire
3577,A fleur de peau,Drame|Romance,drame romance
3578,Gladiator,Action|Aventure|Drame,action aventure drame
3580,Il suffit d'une nuit,Drame|Romance,drame romance
3581,Human Traffic,Comédie|Drame,comédie drame
3584,À bout de souffle made in USA,Action|Drame|Romance|Thriller,action drame romance thriller
3586,Le faiseur d'idoles,Drame|Musique|Romance,drame musique romance
3587,Inferno,Action|Drame|Mystère|Thriller,action drame mystère thriller
3590,Les Mains dans les poches,Drame,drame
3591,Mr. Mom - Profession père au foyer,Comédie|Drame|Familial,comédie drame familial
3592,Les maîtres du temps,Animation|Drame|Familial|Mystère|Science-Fiction,animation drame familial mystère science-fiction
3593,"Terre, champ de bataille",Action|Aventure|Guerre|Science-Fiction,action aventure guerre science-fiction
3594,Danse ta vie,Drame|Musique,drame musique
3596,Les embrouilles de Will,Action|Comédie,action comédie
3597,Jeu fatal,Action|Crime|Drame|Thriller,action crime drame thriller
3599,Escale à Hollywood,Comédie|Fantastique|Guerre|Musique|Romance,comédie fantastique guerre musique romance
3604,"Gypsy, vénus de Broadway",Comédie|Drame|Musique,comédie drame musique
3606,Un jour à New-York,Comédie|Musique|Romance,comédie musique romance
3608,Pee-Wee's Big Adventure,Aventure|Comédie,aventure comédie
3609,Regret to Inform,Documentaire,documentaire
3614,Lune de miel à Las Vegas,Comédie|Romance,comédie romance
3615,Dinosaure,Animation|Familial,animation familial
3617,Road trip,Aventure|Comédie,aventure comédie
3618,Escrocs mais pas trop,Comédie|Crime,comédie crime
3619,Les Chevaliers d'Hollywood,Comédie,comédie
3622,Le mystère des 12 chaises,Comédie,comédie
3623,Mission : Impossible 2,Action|Aventure|Thriller,action aventure thriller
3624,Shanghaï Kid,Action|Aventure|Comédie|Western,action aventure comédie western
3625,Better Living Through Circuitry,Documentaire|Musique,documentaire musique
3627,Le Carnaval des âmes,Horreur|Thriller,horreur thriller
3628,Les Tigres volants,Action|Drame|Guerre|Histoire,action drame guerre histoire
3629,La Ruée vers l'or,Aventure|Comédie|Drame,aventure comédie drame
3632,Monsieur Verdoux,Comédie|Crime,comédie crime
3633,Au service secret de Sa Majesté,Action|Aventure|Thriller,action aventure thriller
3634,Sept jours en Mai,Drame|Thriller,drame thriller
3635,L'Espion qui m'aimait,Action|Aventure|Thriller,action aventure thriller
3637,Charlot vagabond,Comédie,comédie
3638,Moonraker,Action|Aventure|Science-Fiction|Thriller,action aventure science-fiction thriller
3639,L'Homme au pistolet d'or,Action|Aventure|Thriller,action aventure thriller
3640,Un roi à New York,Comédie|Drame,comédie drame
3641,L'Opinion publique,Drame|Romance,drame romance
3643,Alerte aux marines,Action|Drame|Guerre,action drame guerre
3646,Big Mamma,Comédie|Crime,comédie crime
3648,Le Redoutable Homme des neiges,Aventure|Horreur,aventure horreur
3649,American Gigolo,Crime|Drame|Mystère|Romance|Thriller,crime drame mystère romance thriller
3652,Frayeurs,Horreur,horreur
3653,The Endless Summer,Documentaire,documentaire
3654,Les Canons de Navarone,Action|Guerre,action guerre
3655,Blow Out,Crime|Mystère|Thriller,crime mystère thriller
3658,Les monstres de l'espace,Horreur|Mystère|Science-Fiction,horreur mystère science-fiction
3660,Puppet Master,Fantastique|Horreur|Science-Fiction,fantastique horreur science-fiction
3661,Puppet Master II,Horreur,horreur
3662,Puppet Master III La Revanche de Toulon,Fantastique|Horreur|Science-Fiction,fantastique horreur science-fiction
3663,Puppet Master 4 - The Demon,Horreur,horreur
3664,Puppet Master 5 - The Final Chapter,Fantastique|Horreur|Science-Fiction,fantastique horreur science-fiction
3667,Assistance à femme en danger,Action|Comédie|Crime,action comédie crime
3668,Roméo et Juliette,Drame|Romance,drame romance
3669,Télémaniacs,Comédie|Fantastique,comédie fantastique
3671,Le Shérif est en prison,Comédie|Western,comédie western
3672,Benji,Crime|Drame,crime drame
3673,Benji la malice,Action|Aventure|Familial,action aventure familial
3674,For the Love of Benji,Familial,familial
3675,Noël blanc,Comédie|Musique|Romance,comédie musique romance
3676,Eraserhead,Fantastique|Horreur,fantastique horreur
3677,Baraka,Documentaire,documentaire
3678,L'Homme au bras d'or,Drame,drame
3679,The Decline of Western Civilization,Documentaire|Musique,documentaire musique
3680,The Decline of Western Civilization Part II: The Metal Years,Documentaire|Musique,documentaire musique
3681,Et pour quelques dollars de plus,Western,western
3682,Magnum Force,Action|Crime|Drame,action crime drame
3683,Sang pour sang,Crime|Drame|Thriller,crime drame thriller
3684,Susie et les Baker Boys,Comédie|Drame|Musique|Romance,comédie drame musique romance
3685,L'Honneur des Prizzi,Comédie|Crime|Drame|Romance,comédie crime drame romance
3686,L'Expérience Interdite,Drame|Horreur|Thriller,drame horreur thriller
3687,Light Years Away,Fantastique,fantastique
3688,Porky's,Comédie,comédie
3689,Porky's 2 : The Next Day,Comédie,comédie
3690,Porky's 3 - La revanche de Porky,Comédie,comédie
3691,Le collège s'envoie en l'air,Comédie|Romance,comédie romance
3692,Atomic College,Comédie|Horreur|Science-Fiction|Thriller,comédie horreur science-fiction thriller
3693,The Toxic Avenger,Action|Comédie|Horreur|Science-Fiction,action comédie horreur science-fiction
3695,The Toxic Avenger 3,Action|Comédie|Horreur|Science-Fiction,action comédie horreur science-fiction
3696,Extra Sangsues,Comédie|Horreur|Science-Fiction,comédie horreur science-fiction
3697,Predator 2,Action|Science-Fiction|Thriller,action science-fiction thriller
3698,Running Man,Action|Science-Fiction|Thriller,action science-fiction thriller
3699,Starman,Romance|Science-Fiction,romance science-fiction
3700,The Brother from Another Planet,Comédie|Drame|Science-Fiction,comédie drame science-fiction
3701,"Futur immédiat, Los Angeles 1991",Crime|Science-Fiction|Thriller,crime science-fiction thriller
3702,Mad Max : Fury Road,Action|Aventure|Science-Fiction,action aventure science-fiction
3703,The Road Warrior,Drame,drame
3704,Mad Max :  Au-delà du dôme du tonnerre,Action|Aventure|Science-Fiction,action aventure science-fiction
3705,Comme un oiseau sur la branche,Action|Aventure|Comédie|Romance,action aventure comédie romance
3706,Angel Heart,Horreur|Mystère,horreur mystère
3707,Love in Paris,Drame|Romance,drame romance
3708,Charlie,Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
3709,La Nuit déchirée,Fantastique|Horreur|Thriller,fantastique horreur thriller
3710,Action Jackson,Action|Aventure|Comédie|Crime|Drame,action aventure comédie crime drame
3711,Sarafina!,Drame|Familial|Musique,drame familial musique
3712,La télé lave plus propre,Comédie,comédie
3713,La Liberté Au Bout Du Chemin,Drame|Histoire,drame histoire
3714,Le secret de Clara,Drame,drame
3715,La Pie Voleuse,Comédie|Crime,comédie crime
3716,Beauté fatale,Action|Comédie,action comédie
3717,La Grande Casse,Action|Crime|Drame|Thriller,action crime drame thriller
3719,Peines d'amour perdues,Comédie|Musique|Romance,comédie musique romance
3720,Sunshine,Science-Fiction|Thriller,science-fiction thriller
3724,Le retour,Drame|Guerre|Romance,drame guerre romance
3725,American Pop,Animation|Drame|Histoire|Musique,animation drame histoire musique
3726,Assaut sur le Central 13,Action|Crime|Drame|Thriller,action crime drame thriller
3727,Aux frontières de l'aube,Horreur,horreur
3728,Un Faux mouvement,Crime|Drame|Thriller,crime drame thriller
3729,Shaft,Action|Crime,action crime
3730,Conversation secrète,Crime|Drame|Mystère,crime drame mystère
3731,Cutter’s Way (La Blessure),Crime|Drame|Mystère|Thriller,crime drame mystère thriller
3732,Dragon Fury,Fantastique|Horreur|Mystère,fantastique horreur mystère
3733,The Paper Chase,Comédie|Drame|Romance,comédie drame romance
3735,Serpico,Crime|Histoire,crime histoire
3736,Le Gouffre aux chimères,Drame,drame
3737,Seuls sont les indomptés,Drame|Western,drame western
3738,Sugarland Express,Crime|Drame,crime drame
3739,Haute Pègre,Comédie|Crime|Romance,comédie crime romance
3740,Les Aventures de Jack Burton dans les griffes du Mandarin,Action|Aventure|Comédie|Fantastique,action aventure comédie fantastique
3741,La Ballade sauvage,Crime|Drame,crime drame
3742,Le Cuirassé Potemkine,Drame|Histoire,drame histoire
3743,Boys and Girls,Comédie|Drame|Romance,comédie drame romance
3745,Titan A.E.,Action|Animation|Aventure|Familial|Science-Fiction,action animation aventure familial science-fiction
3746,L'Effet papillon,Science-Fiction|Thriller,science-fiction thriller
3747,Jesus' Son,Comédie|Drame|Romance,comédie drame romance
3751,Chicken Run,Animation|Comédie|Familial,animation comédie familial
3752,Méandre,Drame|Horreur|Science-Fiction|Thriller,drame horreur science-fiction thriller
3753,The Patriot : Le Chemin de la Liberté,Action|Drame|Guerre|Histoire,action drame guerre histoire
3754,Les Aventures de Rocky et Bullwinkle,Animation|Aventure|Comédie|Familial|Fantastique,animation aventure comédie familial fantastique
3755,En pleine tempête,Action|Aventure|Drame|Thriller,action aventure drame thriller
3756,La Coupe d'or,Drame|Romance,drame romance
3758,Communion,Drame|Horreur|Science-Fiction|Thriller,drame horreur science-fiction thriller
3760,Hamburger Film Sandwich,Comédie,comédie
3761,Capsized: Blood in the Water,Drame|Horreur|Téléfilm|Thriller,drame horreur téléfilm thriller
3763,"FX, effet de choc",Action,action
3764,"F/X2, effets très spéciaux",Action|Thriller,action thriller
3765,Hot Spot,Crime|Romance,crime romance
3766,Portés disparus,Action|Aventure|Guerre|Thriller,action aventure guerre thriller
3767,Portés disparus 2,Action|Guerre,action guerre
3768,Portés disparus 3,Action|Guerre,action guerre
3769,Le Canardeur,Action|Comédie|Crime,action comédie crime
3770,Dreamscape,Aventure|Horreur|Science-Fiction,aventure horreur science-fiction
3771,Le voyage fantastique de Sinbad,Action|Aventure|Drame|Familial|Fantastique|Horreur,action aventure drame familial fantastique horreur
3773,House Party,Comédie|Drame,comédie drame
3774,House Party 2,Comédie,comédie
3783,Croupier,Drame|Thriller,drame thriller
3785,Scary Movie,Comédie,comédie
3786,But I'm a Cheerleader,Comédie|Drame|Romance,comédie drame romance
3787,April's Shower,Comédie|Romance,comédie romance
3788,Blow-up,Drame|Mystère|Thriller,drame mystère thriller
3789,Le Prêteur sur gages,Crime|Drame,crime drame
3790,"Kuzco, l'empereur mégalo",Animation|Aventure|Comédie|Familial|Fantastique,animation aventure comédie familial fantastique
3791,Footloose,Drame|Musique|Romance,drame musique romance
3792,Duel au soleil,Drame|Romance|Western,drame romance western
3793,X-Men : Apocalypse,Action|Aventure|Fantastique|Science-Fiction,action aventure fantastique science-fiction
3794,"Charlie, les filles lui disent merci",Comédie,comédie
3795,Les Cinq sens,Drame,drame
3797,Sex & manipulations,Drame|Mystère|Thriller,drame mystère thriller
3798,Apparences,Drame|Horreur|Mystère|Thriller,drame horreur mystère thriller
3801,Autopsie d'un meurtre,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
3802,Freejack,Science-Fiction,science-fiction
3806,L'Or de MacKenna,Action|Aventure|Western,action aventure western
3807,Sinbad et l'Œil du tigre,Action|Aventure|Familial|Fantastique|Science-Fiction,action aventure familial fantastique science-fiction
3808,Between Two Women,Drame|Romance,drame romance
3809,"Quoi de neuf, Bob ?",Comédie,comédie
3810,Sables mortels,Action|Crime|Thriller,action crime thriller
3811,Héros ou Salopards,Drame|Guerre|Histoire,drame guerre histoire
3812,Tout ce que vous avez toujours voulu savoir sur le sexe (sans jamais oser le demander),Comédie,comédie
3813,Intérieurs,Drame,drame
3814,Guerre et Amour,Comédie|Histoire,comédie histoire
3816,Goal Rush - The Official Story Of Ian Rush,, 
3819,Tampopo,Comédie,comédie
3821,La Famille Foldingue,Comédie|Fantastique|Romance|Science-Fiction,comédie fantastique romance science-fiction
3822,The Girl on the Bridge,Crime|Drame,crime drame
3823,Willy's Wonderland,Action|Comédie|Horreur,action comédie horreur
3824,Un automne à New York,Drame|Romance,drame romance
3825,Coyote Girls,Comédie|Drame|Musique|Romance,comédie drame musique romance
3826,Hollow Man : L'Homme sans ombre,Action|Science-Fiction|Thriller,action science-fiction thriller
3827,Space Cowboys,Action|Aventure|Thriller,action aventure thriller
3830,Psycho Beach Party,Comédie|Horreur,comédie horreur
3831,Saving Grace,Comédie|Crime,comédie crime
3832,Classic Albums : Black Sabbath - Paranoid,Documentaire|Musique,documentaire musique
3833,Le cerveau qui ne voulait pas mourir,Horreur|Science-Fiction,horreur science-fiction
3834,Bronco Billy,Comédie|Drame|Romance,comédie drame romance
3835,Crush,Thriller,thriller
3836,De l'or pour les braves,Aventure|Comédie|Guerre,aventure comédie guerre
3837,Phantasm II,Action|Horreur|Science-Fiction|Thriller,action horreur science-fiction thriller
3838,Phantasm III - Le seigneur de la mort,Action|Horreur|Science-Fiction,action horreur science-fiction
3839,Phantasm IV - Oblivion,Horreur|Science-Fiction,horreur science-fiction
3840,Le démon d'Halloween,Fantastique|Horreur,fantastique horreur
3841,Air America,Action|Aventure|Comédie|Drame,action aventure comédie drame
3843,Massacre au camp d'été,Horreur,horreur
3844,Potins de Femmes,Comédie|Drame,comédie drame
3845,Et Dieu créa la femme,Comédie|Drame|Romance,comédie drame romance
3846,Hold-up en jupons,Comédie,comédie
3847,"Ilsa, la Tigresse du Goulag",Guerre|Horreur|Thriller,guerre horreur thriller
3849,"Deux mains, la nuit",Crime|Drame|Horreur|Mystère|Thriller,crime drame horreur mystère thriller
3851,Margaret Cho: I'm the One That I Want,Comédie,comédie
3852,Le Tao de Steve,Comédie|Romance,comédie romance
3855,Une liaison pornographique,Drame|Romance,drame romance
3857,L'élue,Crime|Drame|Horreur|Thriller,crime drame horreur thriller
3858,Cecil B. Demented,Comédie|Crime|Thriller,comédie crime thriller
3859,Dans les yeux de Tammy Faye,Drame|Histoire,drame histoire
3861,Les Remplaçants,Comédie,comédie
3862,Adam Serial Lover,Comédie|Drame|Romance,comédie drame romance
3863,Cell Phone,Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
3864,Godzilla 2000: Millennium,Action|Aventure|Science-Fiction,action aventure science-fiction
3865,The Original Kings of Comedy,Comédie|Documentaire,comédie documentaire
3868,Y a-t-il un flic pour sauver la reine ?,Comédie|Crime,comédie crime
3869,Y a-t-il un flic pour sauver le président ?,Comédie|Crime,comédie crime
3870,Notre ville,Drame|Romance,drame romance
3871,L'Homme des vallées perdues,Drame|Western,drame western
3872,Je dois tuer,Crime|Drame|Thriller,crime drame thriller
3873,Cat Ballou,Comédie|Romance|Western,comédie romance western
3877,Supergirl,Action|Aventure|Fantastique|Science-Fiction,action aventure fantastique science-fiction
3879,L'Art de la guerre,Action|Aventure|Crime,action aventure crime
3882,American Girls,Comédie,comédie
3884,The Crew,Action|Comédie,action comédie
3888,Skipped Parts,Comédie|Drame|Romance,comédie drame romance
3889,Highlander: Endgame,Action|Fantastique,action fantastique
3893,Nurse Betty,Comédie|Crime|Thriller,comédie crime thriller
3894,Solas,Drame,drame
3895,The Watcher,Mystère|Thriller,mystère thriller
3896,Way of the Gun,Action|Crime|Drame|Thriller,action crime drame thriller
3897,Presque Célèbre,Drame|Musique,drame musique
3898,Bait,Action|Horreur|Thriller,action horreur thriller
3900,Crime + Punishement,Drame,drame
3901,Duos d'un jour,Comédie|Drame|Musique,comédie drame musique
3908,Urban Legend 2 : Coup de grâce,Horreur|Mystère|Thriller,horreur mystère thriller
3909,"Amour, piments et bossa nova",Comédie|Drame|Fantastique|Romance,comédie drame fantastique romance
3910,Dancer in the Dark,Crime|Drame,crime drame
3911,Bêtes de scène,Comédie,comédie
3912,My Beautiful Boy,Drame,drame
3914,Le Club des cœurs brisés,Comédie|Drame|Romance,comédie drame romance
3915,Girlfight,Drame,drame
3916,Le plus beau des combats,Drame,drame
3917,Hellraiser : Le Pacte,Horreur,horreur
3918,Hellraiser 2 : Les Écorchés,Horreur,horreur
3919,Hellraiser 3 : L'Enfer sur Terre,Horreur,horreur
3920,Here After,Comédie|Fantastique|Romance,comédie fantastique romance
3922,Bikini Beach,Comédie|Musique|Romance,comédie musique romance
3925,Stranger Than Paradise,Comédie|Drame,comédie drame
3926,Le Sous-marin de l'apocalypse,Aventure|Drame|Science-Fiction,aventure drame science-fiction
3927,Le voyage fantastique,Aventure|Science-Fiction,aventure science-fiction
3928,Deux nigauds contre Frankenstein,Comédie|Horreur,comédie horreur
3929,La Banque Dick,Comédie,comédie
3930,L'Étrange Créature du lac noir,Aventure|Horreur|Science-Fiction,aventure horreur science-fiction
3932,Invisible Man,Horreur|Science-Fiction|Thriller,horreur science-fiction thriller
3933,The Killer Shrews,Horreur|Science-Fiction,horreur science-fiction
